reference,genome,iterations,position,identity
KM201334,1tbs-13tbs,"1,000",4189,1
KM201334,1tbs-13tbs,"1,000",4190,1
KM201334,1tbs-13tbs,"1,000",4191,1
KM201334,1tbs-13tbs,"1,000",4192,1
KM201334,1tbs-13tbs,"1,000",4193,1
KM201334,1tbs-13tbs,"1,000",4194,1
KM201334,1tbs-13tbs,"1,000",4195,1
KM201334,1tbs-13tbs,"1,000",4196,1
KM201334,1tbs-13tbs,"1,000",4197,1
KM201334,1tbs-13tbs,"1,000",4198,1
KM201334,1tbs-13tbs,"1,000",4199,1
KM201334,1tbs-13tbs,"1,000",4200,0.717948735
KM201334,1tbs-13tbs,"1,000",4201,1
KM201334,1tbs-13tbs,"1,000",4202,1
KM201334,1tbs-13tbs,"1,000",4203,1
KM201334,1tbs-13tbs,"1,000",4204,1
KM201334,1tbs-13tbs,"1,000",4205,1
KM201334,1tbs-13tbs,"1,000",4206,1
KM201334,1tbs-13tbs,"1,000",4207,1
KM201334,1tbs-13tbs,"1,000",4208,1
KM201334,1tbs-13tbs,"1,000",4209,1
KM201334,1tbs-13tbs,"1,000",4210,1
KM201334,1tbs-13tbs,"1,000",4211,0.615384638
KM201334,1tbs-13tbs,"1,000",4212,1
KM201334,1tbs-13tbs,"1,000",4213,1
KM201334,1tbs-13tbs,"1,000",4214,0.846153855
KM201334,1tbs-13tbs,"1,000",4215,1
KM201334,1tbs-13tbs,"1,000",4216,1
KM201334,1tbs-13tbs,"1,000",4217,1
KM201334,1tbs-13tbs,"1,000",4218,1
KM201334,1tbs-13tbs,"1,000",4219,1
KM201334,1tbs-13tbs,"1,000",4220,1
KM201334,1tbs-13tbs,"1,000",4221,1
KM201334,1tbs-13tbs,"1,000",4222,1
KM201334,1tbs-13tbs,"1,000",4223,1
KM201334,1tbs-13tbs,"1,000",4224,1
KM201334,1tbs-13tbs,"1,000",4225,1
KM201334,1tbs-13tbs,"1,000",4226,1
KM201334,1tbs-13tbs,"1,000",4227,1
KM201334,1tbs-13tbs,"1,000",4228,1
KM201334,1tbs-13tbs,"1,000",4229,1
KM201334,1tbs-13tbs,"1,000",4230,1
KM201334,1tbs-13tbs,"1,000",4231,1
KM201334,1tbs-13tbs,"1,000",4232,1
KM201334,1tbs-13tbs,"1,000",4233,1
KM201334,1tbs-13tbs,"1,000",4234,1
KM201334,1tbs-13tbs,"1,000",4235,1
KM201334,1tbs-13tbs,"1,000",4236,1
KM201334,1tbs-13tbs,"1,000",4237,1
KM201334,1tbs-13tbs,"1,000",4238,0.846153855
KM201334,1tbs-13tbs,"1,000",4239,1
KM201334,1tbs-13tbs,"1,000",4240,1
KM201334,1tbs-13tbs,"1,000",4241,1
KM201334,1tbs-13tbs,"1,000",4242,1
KM201334,1tbs-13tbs,"1,000",4243,1
KM201334,1tbs-13tbs,"1,000",4244,1
KM201334,1tbs-13tbs,"1,000",4245,1
KM201334,1tbs-13tbs,"1,000",4246,1
KM201334,1tbs-13tbs,"1,000",4247,0.846153855
KM201334,1tbs-13tbs,"1,000",4248,1
KM201334,1tbs-13tbs,"1,000",4249,1
KM201334,1tbs-13tbs,"1,000",4250,1
KM201334,1tbs-13tbs,"1,000",4251,1
KM201334,1tbs-13tbs,"1,000",4252,1
KM201334,1tbs-13tbs,"1,000",4253,1
KM201334,1tbs-13tbs,"1,000",4254,1
KM201334,1tbs-13tbs,"1,000",4255,1
KM201334,1tbs-13tbs,"1,000",4256,1
KM201334,1tbs-13tbs,"1,000",4257,1
KM201334,1tbs-13tbs,"1,000",4258,1
KM201334,1tbs-13tbs,"1,000",4259,1
KM201334,1tbs-13tbs,"1,000",4260,1
KM201334,1tbs-13tbs,"1,000",4261,1
KM201334,1tbs-13tbs,"1,000",4262,0.846153855
KM201334,1tbs-13tbs,"1,000",4263,1
KM201334,1tbs-13tbs,"1,000",4264,1
KM201334,1tbs-13tbs,"1,000",4265,1
KM201334,1tbs-13tbs,"1,000",4266,1
KM201334,1tbs-13tbs,"1,000",4267,1
KM201334,1tbs-13tbs,"1,000",4268,1
KM201334,1tbs-13tbs,"1,000",4269,1
KM201334,1tbs-13tbs,"1,000",4270,1
KM201334,1tbs-13tbs,"1,000",4271,0.615384638
KM201334,1tbs-13tbs,"1,000",4272,1
KM201334,1tbs-13tbs,"1,000",4273,1
KM201334,1tbs-13tbs,"1,000",4274,1
KM201334,1tbs-13tbs,"1,000",4275,1
KM201334,1tbs-13tbs,"1,000",4276,1
KM201334,1tbs-13tbs,"1,000",4277,1
KM201334,1tbs-13tbs,"1,000",4278,1
KM201334,1tbs-13tbs,"1,000",4279,1
KM201334,1tbs-13tbs,"1,000",4280,0.487179488
KM201334,1tbs-13tbs,"1,000",4281,1
KM201334,1tbs-13tbs,"1,000",4282,1
KM201334,1tbs-13tbs,"1,000",4283,1
KM201334,1tbs-13tbs,"1,000",4284,1
KM201334,1tbs-13tbs,"1,000",4285,1
KM201334,1tbs-13tbs,"1,000",4286,1
KM201334,1tbs-13tbs,"1,000",4287,1
KM201334,1tbs-13tbs,"1,000",4288,1
KM201334,1tbs-13tbs,"1,000",4289,1
KM201334,1tbs-13tbs,"1,000",4290,1
KM201334,1tbs-13tbs,"1,000",4291,1
KM201334,1tbs-13tbs,"1,000",4292,1
KM201334,1tbs-13tbs,"1,000",4293,1
KM201334,1tbs-13tbs,"1,000",4294,1
KM201334,1tbs-13tbs,"1,000",4295,1
KM201334,1tbs-13tbs,"1,000",4296,1
KM201334,1tbs-13tbs,"1,000",4297,1
KM201334,1tbs-13tbs,"1,000",4298,1
KM201334,1tbs-13tbs,"1,000",4299,1
KM201334,1tbs-13tbs,"1,000",4300,1
KM201334,1tbs-13tbs,"1,000",4301,1
KM201334,1tbs-13tbs,"1,000",4302,1
KM201334,1tbs-13tbs,"1,000",4303,1
KM201334,1tbs-13tbs,"1,000",4304,1
KM201334,1tbs-13tbs,"1,000",4305,1
KM201334,1tbs-13tbs,"1,000",4306,1
KM201334,1tbs-13tbs,"1,000",4307,1
KM201334,1tbs-13tbs,"1,000",4308,1
KM201334,1tbs-13tbs,"1,000",4309,1
KM201334,1tbs-13tbs,"1,000",4310,0.487179488
KM201334,1tbs-13tbs,"1,000",4311,1
KM201334,1tbs-13tbs,"1,000",4312,1
KM201334,1tbs-13tbs,"1,000",4313,1
KM201334,1tbs-13tbs,"1,000",4314,1
KM201334,1tbs-13tbs,"1,000",4315,1
KM201334,1tbs-13tbs,"1,000",4316,1
KM201334,1tbs-13tbs,"1,000",4317,1
KM201334,1tbs-13tbs,"1,000",4318,1
KM201334,1tbs-13tbs,"1,000",4319,1
KM201334,1tbs-13tbs,"1,000",4320,1
KM201334,1tbs-13tbs,"1,000",4321,1
KM201334,1tbs-13tbs,"1,000",4322,0.461538464
KM201334,1tbs-13tbs,"1,000",4323,1
KM201334,1tbs-13tbs,"1,000",4324,1
KM201334,1tbs-13tbs,"1,000",4325,1
KM201334,1tbs-13tbs,"1,000",4326,1
KM201334,1tbs-13tbs,"1,000",4327,1
KM201334,1tbs-13tbs,"1,000",4328,1
KM201334,1tbs-13tbs,"1,000",4329,1
KM201334,1tbs-13tbs,"1,000",4330,1
KM201334,1tbs-13tbs,"1,000",4331,1
KM201334,1tbs-13tbs,"1,000",4332,1
KM201334,1tbs-13tbs,"1,000",4333,1
KM201334,1tbs-13tbs,"1,000",4334,1
KM201334,1tbs-13tbs,"1,000",4335,1
KM201334,1tbs-13tbs,"1,000",4336,1
KM201334,1tbs-13tbs,"1,000",4337,1
KM201334,1tbs-13tbs,"1,000",4338,1
KM201334,1tbs-13tbs,"1,000",4339,1
KM201334,1tbs-13tbs,"1,000",4340,1
KM201334,1tbs-13tbs,"1,000",4341,1
KM201334,1tbs-13tbs,"1,000",4342,1
KM201334,1tbs-13tbs,"1,000",4343,1
KM201334,1tbs-13tbs,"1,000",4344,1
KM201334,1tbs-13tbs,"1,000",4345,1
KM201334,1tbs-13tbs,"1,000",4346,1
KM201334,1tbs-13tbs,"1,000",4347,1
KM201334,1tbs-13tbs,"1,000",4348,1
KM201334,1tbs-13tbs,"1,000",4349,1
KM201334,1tbs-13tbs,"1,000",4350,1
KM201334,1tbs-13tbs,"1,000",4351,1
KM201334,1tbs-13tbs,"1,000",4352,0.846153855
KM201334,1tbs-13tbs,"1,000",4353,1
KM201334,1tbs-13tbs,"1,000",4354,1
KM201334,1tbs-13tbs,"1,000",4355,1
KM201334,1tbs-13tbs,"1,000",4356,1
KM201334,1tbs-13tbs,"1,000",4357,1
KM201334,1tbs-13tbs,"1,000",4358,1
KM201334,1tbs-13tbs,"1,000",4359,1
KM201334,1tbs-13tbs,"1,000",4360,1
KM201334,1tbs-13tbs,"1,000",4361,1
KM201334,1tbs-13tbs,"1,000",4362,1
KM201334,1tbs-13tbs,"1,000",4363,1
KM201334,1tbs-13tbs,"1,000",4364,1
KM201334,1tbs-13tbs,"1,000",4365,1
KM201334,1tbs-13tbs,"1,000",4366,1
KM201334,1tbs-13tbs,"1,000",4367,1
KM201334,1tbs-13tbs,"1,000",4368,1
KM201334,1tbs-13tbs,"1,000",4369,1
KM201334,1tbs-13tbs,"1,000",4370,1
KM201334,1tbs-13tbs,"1,000",4371,1
KM201334,1tbs-13tbs,"1,000",4372,1
KM201334,1tbs-13tbs,"1,000",4373,1
KM201334,1tbs-13tbs,"1,000",4374,1
KM201334,1tbs-13tbs,"1,000",4375,1
KM201334,1tbs-13tbs,"1,000",4376,1
KM201334,1tbs-13tbs,"1,000",4377,1
KM201334,1tbs-13tbs,"1,000",4378,1
KM201334,1tbs-13tbs,"1,000",4379,1
KM201334,1tbs-13tbs,"1,000",4380,1
KM201334,1tbs-13tbs,"1,000",4381,1
KM201334,1tbs-13tbs,"1,000",4382,1
KM201334,1tbs-13tbs,"1,000",4383,1
KM201334,1tbs-13tbs,"1,000",4384,1
KM201334,1tbs-13tbs,"1,000",4385,1
KM201334,1tbs-13tbs,"1,000",4386,1
KM201334,1tbs-13tbs,"1,000",4387,1
KM201334,1tbs-13tbs,"1,000",4388,1
KM201334,1tbs-13tbs,"1,000",4389,1
KM201334,1tbs-13tbs,"1,000",4390,1
KM201334,1tbs-13tbs,"1,000",4391,1
KM201334,1tbs-13tbs,"1,000",4392,1
KM201334,1tbs-13tbs,"1,000",4393,1
KM201334,1tbs-13tbs,"1,000",4394,1
KM201334,1tbs-13tbs,"1,000",4395,1
KM201334,1tbs-13tbs,"1,000",4396,1
KM201334,1tbs-13tbs,"1,000",4397,1
KM201334,1tbs-13tbs,"1,000",4398,1
KM201334,1tbs-13tbs,"1,000",4399,1
KM201334,1tbs-13tbs,"1,000",4400,1
KM201334,1tbs-13tbs,"1,000",4401,1
KM201334,1tbs-13tbs,"1,000",4402,1
KM201334,1tbs-13tbs,"1,000",4403,1
KM201334,1tbs-13tbs,"1,000",4404,1
KM201334,1tbs-13tbs,"1,000",4405,1
KM201334,1tbs-13tbs,"1,000",4406,1
KM201334,1tbs-13tbs,"1,000",4407,1
KM201334,1tbs-13tbs,"1,000",4408,1
KM201334,1tbs-13tbs,"1,000",4409,1
KM201334,1tbs-13tbs,"1,000",4410,1
KM201334,1tbs-13tbs,"1,000",4411,1
KM201334,1tbs-13tbs,"1,000",4412,1
KM201334,1tbs-13tbs,"1,000",4413,1
KM201334,1tbs-13tbs,"1,000",4414,1
KM201334,1tbs-13tbs,"1,000",4415,1
KM201334,1tbs-13tbs,"1,000",4416,1
KM201334,1tbs-13tbs,"1,000",4417,1
KM201334,1tbs-13tbs,"1,000",4418,1
KM201334,1tbs-13tbs,"1,000",4419,1
KM201334,1tbs-13tbs,"1,000",4420,1
KM201334,1tbs-13tbs,"1,000",4421,1
KM201334,1tbs-13tbs,"1,000",4422,1
KM201334,1tbs-13tbs,"1,000",4423,1
KM201334,1tbs-13tbs,"1,000",4424,1
KM201334,1tbs-13tbs,"1,000",4425,1
KM201334,1tbs-13tbs,"1,000",4426,1
KM201334,1tbs-13tbs,"1,000",4427,1
KM201334,1tbs-13tbs,"1,000",4428,1
KM201334,1tbs-13tbs,"1,000",4429,1
KM201334,1tbs-13tbs,"1,000",4430,1
KM201334,1tbs-13tbs,"1,000",4431,1
KM201334,1tbs-13tbs,"1,000",4432,1
KM201334,1tbs-13tbs,"1,000",4433,1
KM201334,1tbs-13tbs,"1,000",4434,1
KM201334,1tbs-13tbs,"1,000",4435,1
KM201334,1tbs-13tbs,"1,000",4436,0.846153855
KM201334,1tbs-13tbs,"1,000",4437,1
KM201334,1tbs-13tbs,"1,000",4438,1
KM201334,1tbs-13tbs,"1,000",4439,0.846153855
KM201334,1tbs-13tbs,"1,000",4440,1
KM201334,1tbs-13tbs,"1,000",4441,1
KM201334,1tbs-13tbs,"1,000",4442,1
KM201334,1tbs-13tbs,"1,000",4443,1
KM201334,1tbs-13tbs,"1,000",4444,1
KM201334,1tbs-13tbs,"1,000",4445,1
KM201334,1tbs-13tbs,"1,000",4446,1
KM201334,1tbs-13tbs,"1,000",4447,1
KM201334,1tbs-13tbs,"1,000",4448,1
KM201334,1tbs-13tbs,"1,000",4449,1
KM201334,1tbs-13tbs,"1,000",4450,1
KM201334,1tbs-13tbs,"1,000",4451,1
KM201334,1tbs-13tbs,"1,000",4452,1
KM201334,1tbs-13tbs,"1,000",4453,1
KM201334,1tbs-13tbs,"1,000",4454,0.846153855
KM201334,1tbs-13tbs,"1,000",4455,1
KM201334,1tbs-13tbs,"1,000",4456,1
KM201334,1tbs-13tbs,"1,000",4457,1
KM201334,1tbs-13tbs,"1,000",4458,1
KM201334,1tbs-13tbs,"1,000",4459,1
KM201334,1tbs-13tbs,"1,000",4460,1
KM201334,1tbs-13tbs,"1,000",4461,1
KM201334,1tbs-13tbs,"1,000",4462,1
KM201334,1tbs-13tbs,"1,000",4463,0.461538464
KM201334,1tbs-13tbs,"1,000",4464,1
KM201334,1tbs-13tbs,"1,000",4465,1
KM201334,1tbs-13tbs,"1,000",4466,1
KM201334,1tbs-13tbs,"1,000",4467,1
KM201334,1tbs-13tbs,"1,000",4468,1
KM201334,1tbs-13tbs,"1,000",4469,1
KM201334,1tbs-13tbs,"1,000",4470,1
KM201334,1tbs-13tbs,"1,000",4471,1
KM201334,1tbs-13tbs,"1,000",4472,0.846153855
KM201334,1tbs-13tbs,"1,000",4473,1
KM201334,1tbs-13tbs,"1,000",4474,1
KM201334,1tbs-13tbs,"1,000",4475,1
KM201334,1tbs-13tbs,"1,000",4476,1
KM201334,1tbs-13tbs,"1,000",4477,1
KM201334,1tbs-13tbs,"1,000",4478,1
KM201334,1tbs-13tbs,"1,000",4479,1
KM201334,1tbs-13tbs,"1,000",4480,1
KM201334,1tbs-13tbs,"1,000",4481,1
KM201334,1tbs-13tbs,"1,000",4482,1
KM201334,1tbs-13tbs,"1,000",4483,1
KM201334,1tbs-13tbs,"1,000",4484,0.846153855
KM201334,1tbs-13tbs,"1,000",4485,1
KM201334,1tbs-13tbs,"1,000",4486,1
KM201334,1tbs-13tbs,"1,000",4487,1
KM201334,1tbs-13tbs,"1,000",4488,1
KM201334,1tbs-13tbs,"1,000",4489,1
KM201334,1tbs-13tbs,"1,000",4490,1
KM201334,1tbs-13tbs,"1,000",4491,1
KM201334,1tbs-13tbs,"1,000",4492,1
KM201334,1tbs-13tbs,"1,000",4493,1
KM201334,1tbs-13tbs,"1,000",4494,1
KM201334,1tbs-13tbs,"1,000",4495,1
KM201334,1tbs-13tbs,"1,000",4496,0.846153855
KM201334,1tbs-13tbs,"1,000",4497,1
KM201334,1tbs-13tbs,"1,000",4498,1
KM201334,1tbs-13tbs,"1,000",4499,1
KM201334,1tbs-13tbs,"1,000",4500,1
KM201334,1tbs-13tbs,"1,000",4501,1
KM201334,1tbs-13tbs,"1,000",4502,1
KM201334,1tbs-13tbs,"1,000",4503,1
KM201334,1tbs-13tbs,"1,000",4504,1
KM201334,1tbs-13tbs,"1,000",4505,0.846153855
KM201334,1tbs-13tbs,"1,000",4506,1
KM201334,1tbs-13tbs,"1,000",4507,1
KM201334,1tbs-13tbs,"1,000",4508,1
KM201334,1tbs-13tbs,"1,000",4509,1
KM201334,1tbs-13tbs,"1,000",4510,1
KM201334,1tbs-13tbs,"1,000",4511,1
KM201334,1tbs-13tbs,"1,000",4512,1
KM201334,1tbs-13tbs,"1,000",4513,1
KM201334,1tbs-13tbs,"1,000",4514,1
KM201334,1tbs-13tbs,"1,000",4515,1
KM201334,1tbs-13tbs,"1,000",4516,1
KM201334,1tbs-13tbs,"1,000",4517,1
KM201334,1tbs-13tbs,"1,000",4518,1
KM201334,1tbs-13tbs,"1,000",4519,1
KM201334,1tbs-13tbs,"1,000",4520,1
KM201334,1tbs-13tbs,"1,000",4521,1
KM201334,1tbs-13tbs,"1,000",4522,1
KM201334,1tbs-13tbs,"1,000",4523,1
KM201334,1tbs-13tbs,"1,000",4524,1
KM201334,1tbs-13tbs,"1,000",4525,1
KM201334,1tbs-13tbs,"1,000",4526,1
KM201334,1tbs-13tbs,"1,000",4527,1
KM201334,1tbs-13tbs,"1,000",4528,1
KM201334,1tbs-13tbs,"1,000",4529,1
KM201334,1tbs-13tbs,"1,000",4530,1
KM201334,1tbs-13tbs,"1,000",4531,1
KM201334,1tbs-13tbs,"1,000",4532,1
KM201334,1tbs-13tbs,"1,000",4533,1
KM201334,1tbs-13tbs,"1,000",4534,1
KM201334,1tbs-13tbs,"1,000",4535,1
KM201334,1tbs-13tbs,"1,000",4536,1
KM201334,1tbs-13tbs,"1,000",4537,1
KM201334,1tbs-13tbs,"1,000",4538,1
KM201334,1tbs-13tbs,"1,000",4539,1
KM201334,1tbs-13tbs,"1,000",4540,1
KM201334,1tbs-13tbs,"1,000",4541,1
KM201334,1tbs-13tbs,"1,000",4542,1
KM201334,1tbs-13tbs,"1,000",4543,1
KM201334,1tbs-13tbs,"1,000",4544,0.487179488
KM201334,1tbs-13tbs,"1,000",4545,1
KM201334,1tbs-13tbs,"1,000",4546,1
KM201334,1tbs-13tbs,"1,000",4547,1
KM201334,1tbs-13tbs,"1,000",4548,1
KM201334,1tbs-13tbs,"1,000",4549,1
KM201334,1tbs-13tbs,"1,000",4550,1
KM201334,1tbs-13tbs,"1,000",4551,1
KM201334,1tbs-13tbs,"1,000",4552,1
KM201334,1tbs-13tbs,"1,000",4553,1
KM201334,1tbs-13tbs,"1,000",4554,1
KM201334,1tbs-13tbs,"1,000",4555,1
KM201334,1tbs-13tbs,"1,000",4556,1
KM201334,1tbs-13tbs,"1,000",4557,1
KM201334,1tbs-13tbs,"1,000",4558,1
KM201334,1tbs-13tbs,"1,000",4559,1
KM201334,1tbs-13tbs,"1,000",4560,1
KM201334,1tbs-13tbs,"1,000",4561,1
KM201334,1tbs-13tbs,"1,000",4562,1
KM201334,1tbs-13tbs,"1,000",4563,1
KM201334,1tbs-13tbs,"1,000",4564,1
KM201334,1tbs-13tbs,"1,000",4565,1
KM201334,1tbs-13tbs,"1,000",4566,1
KM201334,1tbs-13tbs,"1,000",4567,1
KM201334,1tbs-13tbs,"1,000",4568,1
KM201334,1tbs-13tbs,"1,000",4569,1
KM201334,1tbs-13tbs,"1,000",4570,1
KM201334,1tbs-13tbs,"1,000",4571,1
KM201334,1tbs-13tbs,"1,000",4572,1
KM201334,1tbs-13tbs,"1,000",4573,1
KM201334,1tbs-13tbs,"1,000",4574,0.846153855
KM201334,1tbs-13tbs,"1,000",4575,1
KM201334,1tbs-13tbs,"1,000",4576,1
KM201334,1tbs-13tbs,"1,000",4577,0.846153855
KM201334,1tbs-13tbs,"1,000",4578,1
KM201334,1tbs-13tbs,"1,000",4579,1
KM201334,1tbs-13tbs,"1,000",4580,1
KM201334,1tbs-13tbs,"1,000",4581,1
KM201334,1tbs-13tbs,"1,000",4582,1
KM201334,1tbs-13tbs,"1,000",4583,1
KM201334,1tbs-13tbs,"1,000",4584,1
KM201334,1tbs-13tbs,"1,000",4585,1
KM201334,1tbs-13tbs,"1,000",4586,1
KM201334,1tbs-13tbs,"1,000",4587,1
KM201334,1tbs-13tbs,"1,000",4588,1
KM201334,1tbs-13tbs,"1,000",4589,1
KM201334,1tbs-13tbs,"1,000",4590,1
KM201334,1tbs-13tbs,"1,000",4591,1
KM201334,1tbs-13tbs,"1,000",4592,1
KM201334,1tbs-13tbs,"1,000",4593,1
KM201334,1tbs-13tbs,"1,000",4594,1
KM201334,1tbs-13tbs,"1,000",4595,1
KM201334,1tbs-13tbs,"1,000",4596,1
KM201334,1tbs-13tbs,"1,000",4597,1
KM201334,1tbs-13tbs,"1,000",4598,1
KM201334,1tbs-13tbs,"1,000",4599,1
KM201334,1tbs-13tbs,"1,000",4600,1
KM201334,1tbs-13tbs,"1,000",4601,1
KM201334,1tbs-13tbs,"1,000",4602,1
KM201334,1tbs-13tbs,"1,000",4603,1
KM201334,1tbs-13tbs,"1,000",4604,1
KM201334,1tbs-13tbs,"1,000",4605,1
KM201334,1tbs-13tbs,"1,000",4606,1
KM201334,1tbs-13tbs,"1,000",4607,1
KM201334,1tbs-13tbs,"1,000",4608,1
KM201334,1tbs-13tbs,"1,000",4609,1
KM201334,1tbs-13tbs,"1,000",4610,1
KM201334,1tbs-13tbs,"1,000",4611,1
KM201334,1tbs-13tbs,"1,000",4612,1
KM201334,1tbs-13tbs,"1,000",4613,1
KM201334,1tbs-13tbs,"1,000",4614,1
KM201334,1tbs-13tbs,"1,000",4615,1
KM201334,1tbs-13tbs,"1,000",4616,1
KM201334,1tbs-13tbs,"1,000",4617,1
KM201334,1tbs-13tbs,"1,000",4618,1
KM201334,1tbs-13tbs,"1,000",4619,1
KM201334,1tbs-13tbs,"1,000",4620,1
KM201334,1tbs-13tbs,"1,000",4621,1
KM201334,1tbs-13tbs,"1,000",4622,1
KM201334,1tbs-13tbs,"1,000",4623,1
KM201334,1tbs-13tbs,"1,000",4624,1
KM201334,1tbs-13tbs,"1,000",4625,1
KM201334,1tbs-13tbs,"1,000",4626,1
KM201334,1tbs-13tbs,"1,000",4627,1
KM201334,1tbs-13tbs,"1,000",4628,1
KM201334,1tbs-13tbs,"1,000",4629,1
KM201334,1tbs-13tbs,"1,000",4630,1
KM201334,1tbs-13tbs,"1,000",4631,1
KM201334,1tbs-13tbs,"1,000",4632,1
KM201334,1tbs-13tbs,"1,000",4633,1
KM201334,1tbs-13tbs,"1,000",4634,1
KM201334,1tbs-13tbs,"1,000",4635,1
KM201334,1tbs-13tbs,"1,000",4636,1
KM201334,1tbs-13tbs,"1,000",4637,1
KM201334,1tbs-13tbs,"1,000",4638,1
KM201334,1tbs-13tbs,"1,000",4639,1
KM201334,1tbs-13tbs,"1,000",4640,1
KM201334,1tbs-13tbs,"1,000",4641,1
KM201334,1tbs-13tbs,"1,000",4642,1
KM201334,1tbs-13tbs,"1,000",4643,1
KM201334,1tbs-13tbs,"1,000",4644,1
KM201334,1tbs-13tbs,"1,000",4645,1
KM201334,1tbs-13tbs,"1,000",4646,0.846153855
KM201334,1tbs-13tbs,"1,000",4647,0.487179488
KM201334,1tbs-13tbs,"1,000",4648,1
KM201334,1tbs-13tbs,"1,000",4649,1
KM201334,1tbs-13tbs,"1,000",4650,1
KM201334,1tbs-13tbs,"1,000",4651,1
KM201334,1tbs-13tbs,"1,000",4652,1
KM201334,1tbs-13tbs,"1,000",4653,1
KM201334,1tbs-13tbs,"1,000",4654,1
KM201334,1tbs-13tbs,"1,000",4655,0.846153855
KM201334,1tbs-13tbs,"1,000",4656,1
KM201334,1tbs-13tbs,"1,000",4657,1
KM201334,1tbs-13tbs,"1,000",4658,1
KM201334,1tbs-13tbs,"1,000",4659,1
KM201334,1tbs-13tbs,"1,000",4660,1
KM201334,1tbs-13tbs,"1,000",4661,1
KM201334,1tbs-13tbs,"1,000",4662,1
KM201334,1tbs-13tbs,"1,000",4663,1
KM201334,1tbs-13tbs,"1,000",4664,1
KM201334,1tbs-13tbs,"1,000",4665,1
KM201334,1tbs-13tbs,"1,000",4666,1
KM201334,1tbs-13tbs,"1,000",4667,1
KM201334,1tbs-13tbs,"1,000",4668,1
KM201334,1tbs-13tbs,"1,000",4669,1
KM201334,1tbs-13tbs,"1,000",4670,1
KM201334,1tbs-13tbs,"1,000",4671,1
KM201334,1tbs-13tbs,"1,000",4672,1
KM201334,1tbs-13tbs,"1,000",4673,1
KM201334,1tbs-13tbs,"1,000",4674,1
KM201334,1tbs-13tbs,"1,000",4675,1
KM201334,1tbs-13tbs,"1,000",4676,1
KM201334,1tbs-13tbs,"1,000",4677,1
KM201334,1tbs-13tbs,"1,000",4678,1
KM201334,1tbs-13tbs,"1,000",4679,1
KM201334,1tbs-13tbs,"1,000",4680,1
KM201334,1tbs-13tbs,"1,000",4681,1
KM201334,1tbs-13tbs,"1,000",4682,1
KM201334,1tbs-13tbs,"1,000",4683,1
KM201334,1tbs-13tbs,"1,000",4684,1
KM201334,1tbs-13tbs,"1,000",4685,1
KM201334,1tbs-13tbs,"1,000",4686,1
KM201334,1tbs-13tbs,"1,000",4687,1
KM201334,1tbs-13tbs,"1,000",4688,1
KM201334,1tbs-13tbs,"1,000",4689,1
KM201334,1tbs-13tbs,"1,000",4690,1
KM201334,1tbs-13tbs,"1,000",4691,1
KM201334,1tbs-13tbs,"1,000",4692,1
KM201334,1tbs-13tbs,"1,000",4693,1
KM201334,1tbs-13tbs,"1,000",4694,1
KM201334,1tbs-13tbs,"1,000",4695,1
KM201334,1tbs-13tbs,"1,000",4696,1
KM201334,1tbs-13tbs,"1,000",4697,1
KM201334,1tbs-13tbs,"1,000",4698,0.846153855
KM201334,1tbs-13tbs,"1,000",4699,1
KM201334,1tbs-13tbs,"1,000",4700,1
KM201334,1tbs-13tbs,"1,000",4701,1
KM201334,1tbs-13tbs,"1,000",4702,1
KM201334,1tbs-13tbs,"1,000",4703,1
KM201334,1tbs-13tbs,"1,000",4704,1
KM201334,1tbs-13tbs,"1,000",4705,1
KM201334,1tbs-13tbs,"1,000",4706,1
KM201334,1tbs-13tbs,"1,000",4707,1
KM201334,1tbs-13tbs,"1,000",4708,1
KM201334,1tbs-13tbs,"1,000",4709,1
KM201334,1tbs-13tbs,"1,000",4710,1
KM201334,1tbs-13tbs,"1,000",4711,1
KM201334,1tbs-13tbs,"1,000",4712,1
KM201334,1tbs-13tbs,"1,000",4713,1
KM201334,1tbs-13tbs,"1,000",4714,1
KM201334,1tbs-13tbs,"1,000",4715,1
KM201334,1tbs-13tbs,"1,000",4716,1
KM201334,1tbs-13tbs,"1,000",4717,1
KM201334,1tbs-13tbs,"1,000",4718,1
KM201334,1tbs-13tbs,"1,000",4719,1
KM201334,1tbs-13tbs,"1,000",4720,1
KM201334,1tbs-13tbs,"1,000",4721,1
KM201334,1tbs-13tbs,"1,000",4722,1
KM201334,1tbs-13tbs,"1,000",4723,1
KM201334,1tbs-13tbs,"1,000",4724,1
KM201334,1tbs-13tbs,"1,000",4725,1
KM201334,1tbs-13tbs,"1,000",4726,1
KM201334,1tbs-13tbs,"1,000",4727,1
KM201334,1tbs-13tbs,"1,000",4728,1
KM201334,1tbs-13tbs,"1,000",4729,1
KM201334,1tbs-13tbs,"1,000",4730,1
KM201334,1tbs-13tbs,"1,000",4731,1
KM201334,1tbs-13tbs,"1,000",4732,1
KM201334,1tbs-13tbs,"1,000",4733,1
KM201334,1tbs-13tbs,"1,000",4734,1
KM201334,1tbs-13tbs,"1,000",4735,1
KM201334,1tbs-13tbs,"1,000",4736,1
KM201334,1tbs-13tbs,"1,000",4737,1
KM201334,1tbs-13tbs,"1,000",4738,1
KM201334,1tbs-13tbs,"1,000",4739,1
KM201334,1tbs-13tbs,"1,000",4740,1
KM201334,1tbs-13tbs,"1,000",4741,1
KM201334,1tbs-13tbs,"1,000",4742,1
KM201334,1tbs-13tbs,"1,000",4743,1
